purchase_id,customer_id,product_category,product_name,quantity,price_per_item,purchase_date,customer_state,shipping_method,total_price
P08070,C0167,Clothing,Shoes,2,326.02,2024-07-17,NY,Overnight,652.04
P08073,C0116,Books,Magazine,2,62.16,2024-10-21,CA,Overnight,124.32
P08074,C0446,Home & Garden,Lamp,5,345.48,2024-05-05,CA,Express,1727.4
P08076,C0033,Books,Yoga Mat,2,382.19,2024-08-20,NY,Standard,764.38
P08077,C0431,Books,Laptop,3,407.16,2024-07-28,NY,Express,1221.48
P08078,C0415,Electronics,Tennis Racket,3,317.56,2024-08-19,NY,Express,952.6800000000001
P08081,C0213,Home & Garden,Cookbook,2,491.2,2024-09-05,CA,Overnight,982.4
P08084,C0399,Clothing,Tablet,2,124.87,2024-07-23,CA,Standard,249.74
P08097,C0011,Sports,Laptop,2,27.18,2024-02-23,CA,Overnight,54.36
P08104,C0433,Clothing,T-Shirt,5,496.35,2024-04-02,NY,Overnight,2481.75
P08113,C0188,Sports,Dumbbells,2,311.51,2024-09-06,NY,Express,623.02
P08114,C0045,Electronics,Basketball,4,255.53,2024-09-15,NY,Overnight,1022.12
P08121,C0222,Electronics,Jeans,5,234.14,2024-01-20,NY,Express,1170.6999999999998
P08127,C0001,Electronics,Yoga Mat,5,149.37,2024-10-17,CA,Express,746.85
P08132,C0240,Electronics,Novel,3,286.03,2024-02-03,NY,Express,858.0899999999999
P08137,C0013,Sports,Tennis Racket,2,442.42,2024-10-23,CA,Express,884.84
P08146,C0431,Sports,Hat,4,196.34,2024-02-03,CA,Express,785.36
P08147,C0187,Books,Headphones,2,210.61,2024-07-22,CA,Standard,421.22
P08154,C0340,Electronics,Basketball,2,216.32,2024-10-10,CA,Standard,432.64
P08160,C0470,Books,Magazine,4,325.56,2024-10-23,CA,Express,1302.24
P08161,C0272,Books,Yoga Mat,2,119.72,2024-11-26,CA,Standard,239.44
P08162,C0025,Clothing,Yoga Mat,4,335.95,2024-09-06,CA,Express,1343.8
P08163,C0396,Sports,Jeans,3,109.45,2024-06-15,NY,Standard,328.35
P08164,C0179,Electronics,Textbook,3,445.05,2024-01-18,NY,Overnight,1335.15
P08165,C0286,Sports,Basketball,2,68.16,2024-04-04,CA,Overnight,136.32
P08169,C0041,Home & Garden,Yoga Mat,3,46.52,2024-10-17,CA,Standard,139.56
P08178,C0195,Clothing,Tennis Racket,2,107.58,2024-06-19,NY,Standard,215.16
P08181,C0214,Clothing,Smartphone,4,183.17,2024-10-18,CA,Standard,732.68
P08182,C0028,Books,Dumbbells,2,449.5,2024-06-01,CA,Standard,899.0
P08187,C0236,Clothing,T-Shirt,5,245.43,2024-03-09,CA,Standard,1227.15
P08191,C0428,Books,Headphones,4,498.81,2024-08-12,NY,Express,1995.24
P08199,C0304,Electronics,Smartphone,4,225.65,2024-06-07,CA,Overnight,902.6
P08203,C0126,Electronics,Basketball,5,412.7,2024-05-12,NY,Standard,2063.5
P08207,C0076,Sports,Cushion,5,406.67,2024-07-10,CA,Express,2033.3500000000001
P08217,C0418,Sports,Running Shoes,3,114.1,2024-12-06,CA,Standard,342.29999999999995
P08220,C0015,Books,Jeans,5,267.78,2024-08-08,CA,Express,1338.8999999999999
P08222,C0016,Books,Headphones,5,348.68,2024-03-24,NY,Express,1743.4
P08226,C0219,Home & Garden,Yoga Mat,5,392.12,2024-10-17,CA,Standard,1960.6
P08242,C0008,Home & Garden,Hat,3,274.6,2024-08-07,NY,Standard,823.8000000000001
P08247,C0375,Electronics,Headphones,3,133.75,2024-12-28,NY,Express,401.25
P08252,C0307,Books,Basketball,3,229.14,2024-11-21,NY,Standard,687.42
P08253,C0411,Electronics,Jeans,3,84.4,2024-12-19,NY,Standard,253.20000000000002
P08257,C0255,Clothing,T-Shirt,5,18.43,2024-12-30,NY,Standard,92.15
P08259,C0367,Clothing,Laptop,2,460.65,2024-10-12,CA,Standard,921.3
P08261,C0351,Electronics,T-Shirt,4,176.57,2024-08-04,CA,Express,706.28
P08266,C0237,Books,Laptop,2,100.84,2024-12-03,NY,Standard,201.68
P08268,C0222,Electronics,T-Shirt,5,339.41,2024-01-23,NY,Overnight,1697.0500000000002
P08270,C0347,Books,Shoes,4,241.82,2024-09-29,CA,Standard,967.28
P08277,C0032,Home & Garden,Garden Tools,5,113.95,2024-05-27,CA,Standard,569.75
P08279,C0117,Clothing,Headphones,4,372.53,2024-07-03,NY,Express,1490.12
P08281,C0080,Home & Garden,Monitor,3,414.52,2024-07-25,CA,Express,1243.56
P08288,C0156,Sports,Basketball,2,122.19,2024-04-15,CA,Express,244.38
P08291,C0296,Books,Shoes,2,249.66,2024-12-21,NY,Standard,499.32
P08292,C0062,Electronics,Tennis Racket,5,368.56,2024-09-24,CA,Express,1842.8
P08293,C0248,Home & Garden,Running Shoes,2,219.2,2024-09-09,NY,Express,438.4
P08295,C0438,Electronics,Shoes,3,454.43,2024-08-24,CA,Express,1363.29
P08306,C0019,Sports,Yoga Mat,4,289.47,2024-03-14,CA,Standard,1157.88
P08307,C0403,Sports,Jeans,5,129.3,2024-03-10,CA,Express,646.5
P08313,C0368,Home & Garden,Smartphone,5,279.19,2024-07-08,NY,Overnight,1395.95
P08314,C0423,Books,T-Shirt,2,153.75,2024-03-13,NY,Standard,307.5
P08316,C0003,Home & Garden,Magazine,3,443.77,2024-10-27,NY,Express,1331.31
P08332,C0461,Sports,Tablet,3,76.29,2024-06-01,NY,Standard,228.87
P08340,C0437,Clothing,Monitor,5,66.54,2024-12-02,NY,Standard,332.70000000000005
P08341,C0454,Electronics,Running Shoes,2,191.87,2024-10-23,CA,Standard,383.74
P08347,C0396,Books,Tennis Racket,5,321.76,2024-05-10,NY,Standard,1608.8
P08349,C0124,Home & Garden,Novel,2,455.34,2024-05-28,NY,Express,910.68
P08350,C0378,Books,Textbook,2,485.12,2024-09-14,CA,Overnight,970.24
P08351,C0255,Clothing,Laptop,3,162.43,2024-04-03,CA,Overnight,487.29
P08358,C0129,Clothing,T-Shirt,5,176.76,2024-01-26,NY,Express,883.8
P08361,C0303,Sports,Lamp,3,49.01,2024-02-18,CA,Standard,147.03
P08362,C0477,Home & Garden,Basketball,4,120.33,2024-07-15,CA,Standard,481.32
P08363,C0467,Home & Garden,Monitor,5,146.75,2024-12-18,NY,Express,733.75
P08365,C0045,Books,Dumbbells,4,486.02,2024-08-09,NY,Express,1944.08
P08382,C0282,Clothing,Headphones,3,348.72,2024-01-14,CA,Standard,1046.16
P08383,C0157,Electronics,T-Shirt,3,429.55,2024-12-09,NY,Standard,1288.65
P08386,C0493,Home & Garden,Jeans,3,284.88,2024-04-17,CA,Standard,854.64
P08390,C0267,Books,Laptop,4,113.27,2024-03-10,NY,Overnight,453.08
P08394,C0385,Books,Laptop,2,89.04,2024-04-01,NY,Express,178.08
P08401,C0436,Electronics,Headphones,3,282.74,2024-03-02,CA,Standard,848.22
P08409,C0496,Clothing,Hat,2,13.47,2024-10-09,CA,Standard,26.94
P08413,C0003,Electronics,Dumbbells,4,186.99,2024-10-15,CA,Overnight,747.96
P08414,C0416,Home & Garden,Novel,2,278.64,2024-05-07,NY,Overnight,557.28
P08421,C0078,Books,Plant Pot,3,153.08,2024-10-27,NY,Standard,459.24
P08422,C0239,Books,Cushion,5,118.12,2024-11-05,NY,Overnight,590.6
P08427,C0383,Home & Garden,Laptop,3,246.12,2024-03-30,NY,Standard,738.36
P08428,C0218,Home & Garden,Headphones,3,430.12,2024-06-25,CA,Overnight,1290.3600000000001
P08429,C0270,Books,Jeans,2,250.16,2024-12-24,CA,Standard,500.32
P08431,C0122,Books,Monitor,5,141.12,2024-12-27,CA,Express,705.6
P08433,C0313,Books,T-Shirt,4,229.02,2024-01-06,CA,Express,916.08
P08434,C0123,Clothing,Cookbook,2,338.23,2024-05-27,NY,Standard,676.46
P08437,C0053,Clothing,Monitor,4,335.35,2024-02-08,CA,Express,1341.4
P08443,C0070,Home & Garden,Cushion,5,95.59,2024-07-29,CA,Standard,477.95000000000005
P08449,C0205,Clothing,Garden Tools,3,289.78,2024-06-27,CA,Express,869.3399999999999
P08450,C0458,Electronics,T-Shirt,4,162.74,2024-02-22,NY,Express,650.96
P08458,C0297,Home & Garden,Novel,2,268.92,2024-08-24,NY,Standard,537.84
P08461,C0086,Books,Plant Pot,3,141.28,2024-12-06,NY,Standard,423.84000000000003
P08468,C0056,Sports,Plant Pot,2,76.15,2024-08-18,CA,Standard,152.3
P08469,C0243,Clothing,Jeans,2,437.54,2024-04-02,CA,Express,875.08
P08470,C0268,Clothing,Cushion,5,300.85,2024-06-19,NY,Standard,1504.25
P08480,C0461,Clothing,Garden Tools,3,433.7,2024-03-02,NY,Overnight,1301.1
P08487,C0296,Sports,Headphones,3,76.1,2024-06-21,NY,Express,228.29999999999998
P08492,C0346,Sports,Magazine,5,352.81,2024-06-26,CA,Standard,1764.05
P08495,C0001,Clothing,Tennis Racket,5,425.37,2024-12-26,NY,Overnight,2126.85
P08505,C0149,Electronics,Shoes,2,408.22,2024-10-07,NY,Standard,816.44
P08506,C0096,Electronics,Tennis Racket,3,440.96,2024-11-04,CA,Overnight,1322.8799999999999
P08509,C0201,Clothing,Monitor,5,77.39,2024-02-12,NY,Express,386.95
P08517,C0033,Home & Garden,T-Shirt,3,114.2,2024-06-01,NY,Express,342.6
P08519,C0352,Electronics,Laptop,4,303.06,2024-10-25,CA,Express,1212.24
P08524,C0073,Electronics,Smartphone,4,245.79,2024-05-18,NY,Overnight,983.16
P08529,C0288,Books,Jacket,3,64.2,2024-05-23,CA,Express,192.60000000000002
P08533,C0237,Home & Garden,Rug,4,363.79,2024-12-16,NY,Express,1455.16
P08534,C0245,Home & Garden,Dumbbells,5,417.67,2024-08-19,NY,Overnight,2088.35
P08540,C0409,Electronics,Yoga Mat,5,418.46,2024-04-10,NY,Overnight,2092.2999999999997
P08542,C0461,Sports,Plant Pot,4,25.75,2024-10-24,NY,Overnight,103.0
P08543,C0268,Sports,T-Shirt,4,366.8,2024-10-03,NY,Overnight,1467.2
P08554,C0223,Books,Plant Pot,2,154.31,2024-12-30,NY,Overnight,308.62
P08561,C0419,Books,Smartphone,3,325.0,2024-06-08,CA,Overnight,975.0
P08562,C0455,Books,Running Shoes,2,337.66,2024-03-05,CA,Express,675.32
P08567,C0440,Home & Garden,Headphones,3,242.2,2024-10-31,NY,Overnight,726.5999999999999
P08581,C0284,Books,Shoes,2,245.78,2024-08-31,CA,Overnight,491.56
P08617,C0247,Sports,Tennis Racket,5,248.86,2024-02-16,CA,Overnight,1244.3000000000002
P08629,C0374,Books,Yoga Mat,5,36.48,2024-09-01,NY,Overnight,182.39999999999998
P08634,C0312,Home & Garden,Dumbbells,2,181.01,2024-03-26,NY,Overnight,362.02
P08636,C0207,Clothing,Dumbbells,2,380.63,2024-01-22,NY,Standard,761.26
P08637,C0422,Books,Dumbbells,3,231.41,2024-01-14,CA,Overnight,694.23
P08646,C0268,Home & Garden,Running Shoes,4,343.01,2024-08-25,CA,Standard,1372.04
P08649,C0065,Sports,Dumbbells,5,151.01,2024-04-15,NY,Standard,755.05
P08651,C0471,Sports,Rug,2,461.12,2024-02-13,NY,Overnight,922.24
P08654,C0048,Books,Laptop,5,255.46,2024-01-17,NY,Express,1277.3
P08657,C0458,Electronics,Plant Pot,2,221.76,2024-09-23,NY,Express,443.52
P08659,C0156,Sports,Hat,4,477.08,2024-01-15,NY,Express,1908.32
P08666,C0096,Clothing,T-Shirt,3,138.81,2024-02-22,CA,Overnight,416.43
P08674,C0316,Home & Garden,Basketball,5,63.48,2024-07-11,NY,Express,317.4
P08677,C0329,Sports,Cookbook,4,169.77,2024-08-16,CA,Overnight,679.08
P08678,C0108,Home & Garden,Lamp,2,389.88,2024-03-25,NY,Express,779.76
P08680,C0035,Books,Smartphone,3,468.23,2024-08-23,NY,Standard,1404.69
P08681,C0350,Books,Jacket,2,333.81,2024-12-06,NY,Overnight,667.62
P08683,C0232,Sports,Tennis Racket,3,173.08,2024-07-05,NY,Overnight,519.24
P08688,C0443,Clothing,Basketball,2,314.8,2024-01-12,CA,Standard,629.6
P08699,C0053,Clothing,Jacket,3,313.95,2024-05-09,NY,Overnight,941.8499999999999
P08700,C0379,Books,Garden Tools,4,337.8,2024-08-28,CA,Express,1351.2
P08705,C0431,Clothing,Tablet,4,48.58,2024-05-25,NY,Overnight,194.32
P08714,C0055,Sports,Rug,3,228.47,2024-01-14,CA,Express,685.41
P08718,C0201,Clothing,Plant Pot,4,218.69,2024-06-23,NY,Express,874.76
P08721,C0160,Home & Garden,Headphones,4,150.87,2024-01-27,NY,Overnight,603.48
P08724,C0356,Sports,Garden Tools,4,16.55,2024-03-16,NY,Express,66.2
P08725,C0201,Clothing,Novel,3,331.66,2024-03-04,CA,Overnight,994.98
P08731,C0485,Home & Garden,Rug,4,105.86,2024-11-20,CA,Overnight,423.44
P08733,C0285,Electronics,Running Shoes,4,410.05,2024-01-26,NY,Express,1640.2
P08734,C0153,Sports,Smartphone,3,191.46,2024-11-24,CA,Express,574.38
P08737,C0074,Sports,Textbook,2,202.05,2024-08-30,NY,Standard,404.1
P08738,C0474,Books,Monitor,5,451.49,2024-01-05,CA,Overnight,2257.45
P08740,C0142,Clothing,Magazine,5,251.86,2024-07-09,CA,Overnight,1259.3000000000002
P08743,C0132,Home & Garden,Tablet,4,359.12,2024-07-22,CA,Standard,1436.48
P08749,C0167,Clothing,T-Shirt,5,282.43,2024-01-12,CA,Standard,1412.15
P08753,C0154,Sports,Yoga Mat,4,381.33,2024-05-03,NY,Standard,1525.32
P08756,C0152,Sports,T-Shirt,2,478.3,2024-05-31,NY,Standard,956.6
P08762,C0481,Clothing,Jacket,3,53.7,2024-11-30,NY,Overnight,161.10000000000002
P08765,C0164,Sports,Jacket,3,176.57,2024-09-17,NY,Overnight,529.71
P08769,C0096,Electronics,Hat,4,385.06,2024-05-14,CA,Overnight,1540.24
P08772,C0348,Clothing,Jacket,2,207.12,2024-11-29,CA,Standard,414.24
P08773,C0306,Books,Cushion,2,444.14,2024-06-11,CA,Standard,888.28
P08775,C0005,Electronics,Shoes,3,58.15,2024-11-29,CA,Express,174.45
P08778,C0092,Clothing,Cookbook,2,66.24,2024-03-06,CA,Express,132.48
P08780,C0048,Books,Rug,4,192.14,2024-10-30,NY,Overnight,768.56
P08783,C0429,Clothing,Shoes,5,71.41,2024-09-16,CA,Express,357.04999999999995
P08795,C0424,Electronics,Jacket,3,212.26,2024-09-13,CA,Express,636.78
P08798,C0162,Sports,Novel,5,319.85,2024-01-02,CA,Express,1599.25
P08802,C0377,Clothing,Cookbook,2,29.66,2024-01-28,CA,Express,59.32
P08806,C0163,Clothing,Jacket,2,425.43,2024-10-25,NY,Standard,850.86
P08808,C0062,Sports,Headphones,5,161.03,2024-08-31,NY,Express,805.15
P08816,C0122,Books,Dumbbells,4,359.41,2024-07-01,NY,Overnight,1437.64
P08824,C0354,Electronics,Lamp,4,489.33,2024-08-01,CA,Overnight,1957.32
P08827,C0134,Home & Garden,Magazine,2,131.26,2024-12-22,NY,Express,262.52
P08837,C0382,Sports,Lamp,3,32.1,2024-07-07,CA,Express,96.30000000000001
P08845,C0307,Sports,Lamp,2,245.44,2024-08-23,CA,Standard,490.88
P08850,C0406,Sports,Garden Tools,4,238.72,2024-04-14,NY,Standard,954.88
P08851,C0442,Clothing,Jeans,5,204.97,2024-01-11,NY,Express,1024.85
P08854,C0371,Home & Garden,Headphones,2,193.65,2024-09-29,CA,Overnight,387.3
P08855,C0440,Electronics,Tennis Racket,4,188.66,2024-11-29,CA,Overnight,754.64
P08860,C0251,Books,Textbook,2,388.74,2024-07-21,NY,Express,777.48
P08870,C0205,Books,Headphones,5,181.46,2024-11-02,NY,Express,907.3000000000001
P08876,C0150,Sports,Garden Tools,2,380.91,2024-04-26,CA,Overnight,761.82
P08877,C0365,Home & Garden,Rug,4,56.58,2024-07-31,CA,Standard,226.32
P08878,C0067,Home & Garden,Jeans,5,164.94,2024-02-18,CA,Overnight,824.7
P08884,C0370,Electronics,Cookbook,2,115.98,2024-09-21,CA,Express,231.96
P08889,C0246,Books,Headphones,4,125.01,2024-07-24,CA,Standard,500.04
P08890,C0049,Home & Garden,Garden Tools,5,309.01,2024-05-09,NY,Standard,1545.05
P08895,C0103,Clothing,Laptop,2,141.04,2024-12-01,CA,Standard,282.08
P08913,C0267,Books,Hat,2,346.91,2024-12-15,CA,Overnight,693.82
P08929,C0416,Home & Garden,Hat,5,266.75,2024-10-12,NY,Overnight,1333.75
P08939,C0125,Electronics,Running Shoes,3,401.58,2024-02-22,CA,Express,1204.74
P08942,C0277,Electronics,Jacket,2,452.62,2024-10-30,NY,Standard,905.24
P08948,C0357,Clothing,T-Shirt,4,154.74,2024-12-20,CA,Standard,618.96
P08953,C0391,Electronics,Tennis Racket,5,141.25,2024-03-07,CA,Express,706.25
P08955,C0102,Electronics,Dumbbells,2,324.82,2024-07-22,NY,Overnight,649.64
P08956,C0130,Sports,Rug,3,207.51,2024-12-14,NY,Express,622.53
P08957,C0494,Clothing,Dumbbells,3,449.17,2024-02-10,CA,Express,1347.51
P08958,C0397,Sports,Cushion,2,100.36,2024-07-05,CA,Express,200.72
P08960,C0299,Books,Plant Pot,4,35.71,2024-09-16,CA,Overnight,142.84
P08962,C0346,Electronics,Novel,4,335.62,2024-08-17,CA,Express,1342.48
P08968,C0109,Books,Running Shoes,5,359.14,2024-10-22,CA,Overnight,1795.6999999999998
P08979,C0044,Home & Garden,Headphones,2,323.09,2024-12-20,NY,Overnight,646.18
P08985,C0067,Electronics,Plant Pot,5,79.13,2024-05-23,CA,Express,395.65
P08995,C0389,Electronics,Running Shoes,3,139.65,2024-08-14,NY,Standard,418.95000000000005
P08996,C0340,Clothing,Tennis Racket,5,402.9,2024-03-06,CA,Standard,2014.5
P08997,C0190,Clothing,Shoes,3,210.98,2024-02-27,NY,Express,632.9399999999999
P08998,C0257,Electronics,Laptop,4,392.3,2024-08-23,NY,Standard,1569.2
P09000,C0168,Clothing,T-Shirt,2,130.83,2024-10-28,NY,Express,261.66
P09001,C0230,Books,Jeans,5,334.22,2024-08-06,CA,Overnight,1671.1000000000001
P09004,C0135,Electronics,Jacket,3,460.74,2024-08-28,CA,Overnight,1382.22
P09011,C0416,Clothing,Running Shoes,4,242.4,2024-09-18,NY,Express,969.6
P09012,C0018,Clothing,Basketball,3,400.83,2024-03-27,CA,Standard,1202.49
P09016,C0419,Electronics,Running Shoes,5,414.37,2024-06-15,CA,Overnight,2071.85
P09017,C0473,Clothing,Garden Tools,5,289.67,2024-11-02,NY,Standard,1448.3500000000001
P09023,C0329,Clothing,Headphones,2,321.46,2024-05-11,NY,Standard,642.92
P09024,C0165,Electronics,Jacket,3,51.62,2024-03-13,CA,Standard,154.85999999999999
P09027,C0200,Books,Plant Pot,3,456.78,2024-05-21,NY,Standard,1370.34
P09030,C0367,Sports,Smartphone,4,309.95,2024-07-06,CA,Express,1239.8
P09037,C0056,Clothing,Dumbbells,5,62.9,2024-02-07,NY,Express,314.5
P09038,C0459,Books,Novel,5,335.38,2024-07-26,CA,Overnight,1676.9
P09042,C0198,Clothing,Basketball,4,117.94,2024-03-14,NY,Express,471.76
P09044,C0296,Books,Yoga Mat,5,16.76,2024-12-29,NY,Express,83.80000000000001
P09061,C0190,Sports,Tennis Racket,4,493.76,2024-07-10,CA,Standard,1975.04
P09062,C0382,Clothing,Cushion,5,87.83,2024-09-26,NY,Standard,439.15
P09068,C0118,Home & Garden,Basketball,4,356.1,2024-10-16,CA,Standard,1424.4
P09069,C0044,Books,Headphones,3,137.95,2024-12-13,NY,Express,413.84999999999997
P09071,C0347,Sports,Running Shoes,5,52.99,2024-07-12,NY,Express,264.95
P09072,C0194,Clothing,Shoes,5,313.22,2024-03-06,CA,Express,1566.1000000000001
P09080,C0422,Books,Novel,5,195.61,2024-03-10,CA,Standard,978.0500000000001
P09081,C0240,Electronics,Tennis Racket,4,456.61,2024-05-17,CA,Express,1826.44
P09089,C0007,Clothing,T-Shirt,5,14.45,2024-04-07,CA,Standard,72.25
P09091,C0468,Clothing,Yoga Mat,2,109.75,2024-04-18,CA,Standard,219.5
P09093,C0253,Books,Textbook,2,68.89,2024-12-05,CA,Express,137.78
P09097,C0133,Clothing,Hat,2,285.7,2024-04-14,NY,Standard,571.4
P09106,C0103,Books,Hat,2,272.22,2024-11-14,CA,Overnight,544.44
P09107,C0345,Electronics,Garden Tools,5,154.08,2024-05-24,NY,Overnight,770.4000000000001
P09110,C0419,Electronics,Jeans,5,397.52,2024-10-25,CA,Express,1987.6
P09122,C0458,Electronics,Hat,3,200.32,2024-02-24,NY,Express,600.96
P09140,C0015,Clothing,T-Shirt,5,154.34,2024-09-01,NY,Express,771.7
P09145,C0269,Books,Novel,4,40.25,2024-12-06,CA,Express,161.0
P09146,C0125,Sports,Textbook,4,344.43,2024-07-12,CA,Express,1377.72
P09157,C0217,Home & Garden,Dumbbells,5,281.45,2024-05-22,NY,Standard,1407.25
P09161,C0375,Books,Tablet,4,70.38,2024-01-14,CA,Overnight,281.52
P09165,C0021,Clothing,Tennis Racket,3,291.04,2024-01-11,NY,Express,873.1200000000001
P09178,C0441,Electronics,Garden Tools,3,412.87,2024-08-10,NY,Overnight,1238.6100000000001
P09179,C0443,Electronics,Smartphone,3,62.77,2024-03-01,CA,Overnight,188.31
P09184,C0088,Electronics,Rug,4,242.51,2024-12-27,NY,Express,970.04
P09187,C0299,Home & Garden,Running Shoes,4,305.28,2024-11-14,NY,Standard,1221.12
P09188,C0270,Home & Garden,Yoga Mat,3,332.17,2024-03-11,NY,Express,996.51
P09193,C0060,Home & Garden,Tablet,2,178.35,2024-03-07,CA,Express,356.7
P09194,C0152,Books,Jeans,5,105.34,2024-08-16,NY,Standard,526.7
P09197,C0124,Home & Garden,Yoga Mat,4,119.58,2024-01-30,CA,Overnight,478.32
P09202,C0069,Home & Garden,Cushion,2,335.94,2024-10-25,CA,Express,671.88
P09203,C0307,Sports,Jacket,2,12.66,2024-05-23,CA,Overnight,25.32
P09211,C0338,Electronics,Basketball,2,385.82,2024-02-28,CA,Overnight,771.64
P09227,C0127,Electronics,Tablet,4,205.85,2024-11-05,CA,Standard,823.4
P09230,C0306,Home & Garden,Shoes,4,83.44,2024-08-11,NY,Express,333.76
P09232,C0081,Home & Garden,Magazine,5,274.88,2024-05-26,CA,Standard,1374.4
P09237,C0030,Clothing,Headphones,2,439.36,2024-03-22,NY,Express,878.72
P09242,C0270,Clothing,Magazine,3,413.5,2024-04-02,NY,Overnight,1240.5
P09272,C0271,Electronics,Hat,2,487.97,2024-07-13,CA,Overnight,975.94
P09281,C0135,Sports,Dumbbells,4,61.88,2024-03-25,CA,Express,247.52
P09286,C0451,Clothing,Smartphone,4,261.63,2024-11-01,CA,Express,1046.52
P09290,C0193,Clothing,Tennis Racket,5,100.05,2024-03-08,CA,Standard,500.25
P09291,C0076,Electronics,Running Shoes,2,159.05,2024-05-08,CA,Overnight,318.1
P09300,C0267,Books,Lamp,5,92.17,2024-11-27,NY,Standard,460.85
P09305,C0326,Books,Basketball,4,75.73,2024-04-12,NY,Standard,302.92
P09307,C0050,Clothing,Laptop,2,349.76,2024-04-19,NY,Standard,699.52
P09308,C0477,Clothing,Tablet,2,422.9,2024-01-21,CA,Standard,845.8
P09309,C0496,Home & Garden,Cookbook,2,265.14,2024-05-12,CA,Express,530.28
P09316,C0394,Sports,Running Shoes,5,242.44,2024-05-31,NY,Express,1212.2
P09325,C0458,Books,Basketball,4,138.62,2024-03-03,CA,Overnight,554.48
P09329,C0484,Clothing,Textbook,4,359.52,2024-08-15,NY,Overnight,1438.08
P09330,C0232,Home & Garden,Jacket,3,467.27,2024-04-16,NY,Overnight,1401.81
P09332,C0114,Books,T-Shirt,3,499.75,2024-07-16,NY,Overnight,1499.25
P09333,C0344,Home & Garden,Laptop,5,432.81,2024-04-20,CA,Express,2164.05
P09334,C0092,Books,Textbook,4,405.42,2024-03-18,CA,Overnight,1621.68
P09335,C0312,Sports,Textbook,4,196.7,2024-04-14,NY,Standard,786.8
P09337,C0091,Sports,Cushion,4,305.53,2024-10-28,CA,Express,1222.12
P09342,C0450,Home & Garden,Lamp,2,277.42,2024-11-05,NY,Overnight,554.84
P09343,C0418,Home & Garden,Plant Pot,2,258.25,2024-08-02,CA,Standard,516.5
P09344,C0310,Sports,Running Shoes,4,180.44,2024-07-03,NY,Standard,721.76
P09354,C0433,Clothing,Dumbbells,3,265.03,2024-08-16,CA,Standard,795.0899999999999
P09360,C0303,Electronics,Plant Pot,5,321.26,2024-02-02,CA,Express,1606.3
P09361,C0100,Home & Garden,Laptop,2,413.25,2024-12-04,NY,Express,826.5
P09362,C0196,Books,Plant Pot,3,139.38,2024-08-05,CA,Express,418.14
P09366,C0181,Sports,Jacket,5,34.71,2024-07-08,NY,Express,173.55
P09368,C0211,Clothing,Lamp,2,44.38,2024-01-29,NY,Express,88.76
P09373,C0290,Clothing,Textbook,3,329.31,2024-12-23,CA,Express,987.9300000000001
P09374,C0091,Home & Garden,Laptop,4,485.71,2024-12-03,NY,Standard,1942.84
P09378,C0212,Electronics,Textbook,5,132.61,2024-10-06,NY,Express,663.0500000000001
P09381,C0449,Clothing,Smartphone,3,475.03,2024-07-04,NY,Overnight,1425.09
P09382,C0482,Home & Garden,Jacket,2,97.33,2024-09-30,CA,Standard,194.66
P09389,C0270,Clothing,Textbook,5,434.05,2024-06-03,CA,Express,2170.25
P09398,C0396,Electronics,Dumbbells,3,105.1,2024-08-13,CA,Standard,315.29999999999995
P09409,C0135,Sports,Magazine,4,491.6,2024-03-22,NY,Express,1966.4
P09411,C0017,Home & Garden,Lamp,2,403.28,2024-06-15,CA,Express,806.56
P09412,C0058,Sports,Jacket,4,483.39,2024-10-13,NY,Express,1933.56
P09415,C0009,Home & Garden,Rug,3,198.87,2024-09-02,CA,Standard,596.61
P09416,C0092,Electronics,Novel,4,96.49,2024-12-28,NY,Overnight,385.96
P09424,C0400,Sports,Garden Tools,3,18.8,2024-06-09,NY,Overnight,56.400000000000006
P09431,C0167,Home & Garden,Garden Tools,4,375.04,2024-09-17,CA,Overnight,1500.16
P09433,C0452,Electronics,T-Shirt,5,416.57,2024-05-15,CA,Express,2082.85
P09435,C0282,Sports,Garden Tools,4,192.46,2024-09-25,NY,Express,769.84
P09443,C0199,Sports,Jacket,5,141.76,2024-04-22,CA,Overnight,708.8
P09444,C0270,Electronics,Smartphone,4,390.13,2024-12-01,NY,Express,1560.52
P09448,C0461,Sports,Yoga Mat,5,228.27,2024-08-30,NY,Standard,1141.3500000000001
P09455,C0238,Clothing,Headphones,2,421.45,2024-03-29,NY,Express,842.9
P09461,C0120,Sports,Lamp,2,352.88,2024-09-03,NY,Express,705.76
P09463,C0260,Electronics,Garden Tools,3,86.04,2024-09-15,CA,Overnight,258.12
P09464,C0289,Clothing,Tablet,5,66.79,2024-03-18,CA,Express,333.95000000000005
P09470,C0459,Home & Garden,Headphones,4,407.87,2024-07-24,NY,Overnight,1631.48
P09474,C0099,Clothing,Headphones,5,162.94,2024-05-30,NY,Standard,814.7
P09478,C0220,Home & Garden,Shoes,4,294.51,2024-03-09,CA,Standard,1178.04
P09479,C0022,Electronics,Lamp,2,158.19,2024-10-29,NY,Standard,316.38
P09482,C0093,Books,Novel,3,129.42,2024-01-15,CA,Standard,388.26
P09483,C0484,Clothing,Yoga Mat,3,101.74,2024-09-09,NY,Overnight,305.21999999999997
P09488,C0087,Home & Garden,Dumbbells,3,320.12,2024-10-11,CA,Overnight,960.36
P09489,C0299,Electronics,Tablet,2,270.47,2024-02-18,NY,Express,540.94
P09498,C0120,Sports,Headphones,4,249.91,2024-02-16,CA,Express,999.64
